OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Plant_mean	Host-associated_mean	Waste water_mean	Soil_mean	Green Algae_mean	Air_mean	Red Algae_mean	Fresh water_mean	Other_mean	Rhizoplane_mean	Phylloplane_mean	Marine_mean	Sediment_mean	Rhizosphere_mean
denovo15983	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo16044	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo17608	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo18425	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo20050	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo20544	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo21948	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo22089	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23068	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24101	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo24574	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo25317	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo25463	1005.14245153	1.37475943327e-206	5.92680274383e-204	3.61520488167e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo3022	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo3081	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo17468	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo21575	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.714285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo21676	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23281	1005.14237054	1.37481449357e-206	5.92680274383e-204	3.61534967373e-202	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo18460	1004.87648663	1.56801205413e-206	6.65064725603e-204	4.12340129874e-202	0.0	0.0	0.0	0.0	0.45	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo16773	1004.65742785	1.74742153581e-206	7.29395938528e-204	4.59519441273e-202	0.0	0.0	0.0	0.103151862464	0.0	0.0	0.0	0.0	0.1796875	1.66666666667	0.133333333333	0.0	0.0	2.27586206897
denovo2417	1003.7116079	2.78955287942e-206	1.1115344739e-203	7.33568720702e-202	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo13624	1003.7116079	2.78955287942e-206	1.1115344739e-203	7.33568720702e-202	0.357142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo14709	1003.71148653	2.78972032084e-206	1.1115344739e-203	7.33612752771e-202	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo17599	978.640915382	6.74945059969e-201	2.64910899134e-198	1.7749030242e-196	0.0	0.0	0.313636363636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo16327	978.346703851	7.80618642201e-201	3.018813005e-198	2.0527928434e-196	4.0	0.00485436893204	0.00909090909091	0.56446991404	0.05	0.4	0.0	0.0857142857143	0.1953125	1.61538461538	0.466666666667	0.0100430416069	0.506024096386	3.05172413793
denovo21571	975.165240067	3.76288452277e-200	1.43409527964e-197	9.89525742952e-196	0.214285714286	0.0	0.0	0.488538681948	0.0	0.0	0.0	0.0102040816327	0.1640625	0.948717948718	0.0666666666667	0.0	0.0602409638554	1.98275862069
denovo7800	972.827731698	1.19504360873e-199	4.48943739696e-197	3.14260617787e-195	0.0	0.0	0.0	0.10888252149	0.0	0.0	0.0	0.0	0.1328125	1.48717948718	0.0	0.0	0.0	1.3275862069
denovo19538	971.391146678	2.4311493259e-199	9.00449772158e-197	6.39319338232e-195	3.28571428571	0.000970873786408	0.0	0.318051575931	0.0	0.0	0.0	0.0285714285714	0.171875	1.33333333333	0.0666666666667	0.00143472022956	0.228915662651	1.91379310345
denovo5121	965.897601627	3.67452465711e-198	1.34206909595e-195	9.66289749081e-194	0.0714285714286	0.0	0.0	0.289398280802	0.0	0.0	0.0	0.00204081632653	0.171875	0.564102564103	0.133333333333	0.00143472022956	0.0240963855422	1.93103448276
denovo7277	961.47551983	3.26968736885e-197	1.17784888683e-194	8.59829687386e-193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00204081632653	0.0	0.282051282051	0.0	0.0	0.0	0.344827586207
denovo8415	960.825901584	4.50773122893e-197	1.60188929902e-194	1.18539808127e-192	0.0	0.0	0.0	0.0	0.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo25379	954.432940243	1.06232994647e-195	3.72481208029e-193	2.79360906022e-191	0.5	0.0	0.0	0.26217765043	0.0	0.0	0.0	0.0	0.1640625	0.871794871795	0.4	0.0	0.0120481927711	1.87931034483
denovo8516	931.620720478	8.36005122872e-191	2.89268772581e-188	2.19844267162e-186	0.0	0.0	0.0	0.247851002865	0.0	0.0	0.0	0.0	0.4765625	3.5641025641	0.2	0.0	0.0	2.08620689655
denovo22499	930.303276493	1.60293290265e-190	5.47432812221e-188	4.2152326541e-186	1.85714285714	0.00291262135922	0.159090909091	0.362464183381	0.0	0.0	0.0	0.0224489795918	0.328125	1.94871794872	0.6	0.00573888091822	0.10843373494	3.13793103448
denovo1246	925.920928543	1.39725612848e-189	4.7107236424e-187	3.67436444107e-185	0.214285714286	0.00291262135922	0.0181818181818	0.319484240688	0.0	0.0	0.0	0.0244897959184	0.1015625	1.20512820513	1.26666666667	0.00860832137733	0.156626506024	2.22413793103
denovo16760	923.704705554	4.17648675518e-189	1.39024142026e-186	1.09829072201e-184	0.0	0.0	0.0	0.0272206303725	0.0	0.0	0.0	0.0	0.0	0.461538461538	0.0	0.0	0.0	0.48275862069
denovo1828	922.791827534	6.55667137071e-189	2.15525983794e-186	1.72420787035e-184	0.428571428571	0.00582524271845	0.0136363636364	0.495702005731	0.0	0.0	0.0	0.0224489795918	0.765625	1.4358974359	0.0666666666667	0.00860832137733	0.277108433735	3.58620689655
denovo19328	908.183315915	8.92995167542e-186	2.89914739763e-183	2.34830939208e-181	3.07142857143	0.0271844660194	1.13636363636	0.601719197708	0.025	0.2	0.0	0.034693877551	0.4609375	2.58974358974	1.46666666667	0.0215208034433	0.0361445783133	4.70689655172
denovo7546	906.387361066	2.16829326891e-185	6.95361074301e-183	5.70196080926e-181	0.714285714286	0.000970873786408	0.0227272727273	0.392550143266	0.0	0.0	0.0	0.0183673469388	0.125	0.948717948718	1.26666666667	0.00860832137733	0.132530120482	1.53448275862
denovo26155	905.879017838	2.78718829466e-185	8.83068561262e-183	7.32946905848e-181	5.42857142857	0.0194174757282	0.159090909091	1.19770773639	0.0	0.0	0.0	0.112244897959	0.5078125	3.97435897436	0.866666666667	0.038737446198	0.518072289157	7.0
denovo5884	903.117054428	1.09053958154e-184	3.41403802092e-182	2.86779193758e-180	0.428571428571	0.0	0.0	0.00143266475645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172413793103
denovo7402	902.437865591	1.52521964666e-184	4.71867071156e-182	4.01087010483e-180	4.0	0.00679611650485	0.00909090909091	0.577363896848	0.5	0.4	0.0	0.0795918367347	0.5390625	2.35897435897	0.133333333333	0.06456241033	0.204819277108	4.43103448276
denovo2144	896.027236444	3.61736597838e-183	1.10611480388e-180	9.51258731335e-179	0.0	0.0	0.0	0.0	0.825	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.00573888091822	0.0	0.0
denovo15330	892.666034724	1.90244127208e-182	5.75040208412e-180	5.00284981318e-178	0.0	0.0	0.0	0.0	0.6	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo4489	882.396742642	3.03168690055e-180	9.05957618451e-178	7.97242704237e-176	0.285714285714	0.0	0.0	0.0644699140401	0.0	0.0	0.0	0.0	0.1796875	0.923076923077	0.0	0.0	0.0	0.465517241379
denovo13767	877.855586746	2.85422066755e-179	8.43342032523e-177	7.50574408945e-175	0.0	0.0	0.0	0.0114613180516	0.0	0.0	0.0	0.0	0.03125	0.333333333333	0.0	0.0	0.0	0.568965517241
denovo13581	872.648513169	3.73260003469e-178	1.0906242568e-175	9.81561831122e-174	0.285714285714	0.00291262135922	0.0	0.0315186246418	0.0	0.0	0.0	0.0142857142857	0.0	1.35897435897	0.0	0.00143472022956	0.0361445783133	1.29310344828
denovo8109	865.55200973	1.24033452425e-176	3.58429417409e-174	3.26170769842e-172	0.357142857143	0.00679611650485	0.0636363636364	0.640401146132	0.0	0.0	0.0	0.0816326530612	0.3671875	2.05128205128	0.2	0.00286944045911	0.385542168675	2.44827586207
denovo18362	864.045566707	2.60920140246e-176	7.4580618783e-174	6.86141692804e-172	0.5	0.0	0.0	0.0272206303725	0.0	0.0	0.0	0.0	0.015625	0.589743589744	0.0666666666667	0.0	0.0	0.413793103448
denovo13033	843.072566485	8.16922995988e-172	2.30995957263e-169	2.14826240255e-167	0.0	0.0	0.0	0.0	0.1	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo2942	840.490305485	2.92147488392e-171	8.17298138538e-169	7.68260250225e-167	0.571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666667	0.0	0.0	0.0344827586207
denovo15574	840.031852357	3.66314295053e-171	1.01399652811e-168	9.632967017e-167	0.214285714286	0.0	0.00454545454545	0.372492836676	0.0	0.0	0.0	0.0142857142857	0.0703125	0.641025641026	0.933333333333	0.00717360114778	0.132530120482	1.58620689655
denovo10807	832.925795827	1.22087565337e-169	3.3443090684e-167	3.21053670567e-165	0.0	0.0	0.0	0.0143266475645	0.0	0.0	0.0	0.0	0.0625	0.282051282051	0.0666666666667	0.0	0.0	0.603448275862
denovo16730	830.397096223	4.25134637145e-169	1.15255314979e-166	1.1179765553e-164	0.0	0.0	0.0	0.0830945558739	0.0	0.0	0.0	0.0	0.0859375	0.666666666667	0.0	0.0	0.0361445783133	0.586206896552
denovo1476	829.231857799	7.55455371771e-169	2.02716427668e-166	1.98662099115e-164	0.642857142857	0.0	0.0	0.00286532951289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0862068965517
denovo143	828.568351948	1.04804498331e-168	2.78388271982e-166	2.75604389262e-164	0.142857142857	0.0	0.0136363636364	0.0845272206304	0.0	0.0	0.0	0.00612244897959	0.046875	0.435897435897	0.0	0.00286944045911	0.0361445783133	0.98275862069
denovo2100	826.865947629	2.42745679524e-168	6.38348313445e-166	6.38348313445e-164	0.0	0.0	0.0	0.0286532951289	0.0	0.0	0.0	0.0	0.0	0.410256410256	0.0	0.0	0.0	0.396551724138
denovo8256	813.668406292	1.63163725748e-165	4.20658479999e-163	4.29071649599e-161	0.357142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172413793103
denovo15957	813.668406292	1.63163725748e-165	4.20658479999e-163	4.29071649599e-161	0.357142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172413793103
denovo21630	813.561152477	1.72028097888e-165	4.39206105841e-163	4.52382289016e-161	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0172413793103
denovo15344	806.908124518	4.57847931922e-164	1.15769491017e-161	1.20400270658e-159	0.285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0	0.0	0.0	0.0	0.0
denovo10466	802.520092705	3.98637322742e-163	9.98377683444e-161	1.04829656762e-158	0.357142857143	0.0	0.0	0.00143266475645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo7832	802.406505518	4.21605091407e-163	1.03616346624e-160	1.10869490887e-158	0.285714285714	0.0	0.0	0.00143266475645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23297	802.406505518	4.21605091407e-163	1.03616346624e-160	1.10869490887e-158	0.285714285714	0.0	0.0	0.00143266475645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo22994	798.049895373	3.61376849716e-162	8.79919168239e-160	9.50312701698e-158	3.57142857143	0.00679611650485	0.00454545454545	0.527220630372	0.075	0.0	0.0	0.104081632653	0.234375	1.23076923077	0.0666666666667	0.0172166427547	0.21686746988	2.06896551724
denovo1927	793.059969337	4.23218757023e-161	1.02104437187e-158	1.11293836534e-156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.205128205128	0.0	0.0	0.0	0.310344827586
denovo22863	792.663245634	5.14659761176e-161	1.23036433997e-158	1.35340077396e-156	0.0	0.0	0.0	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.00143472022956	0.0	0.0
denovo12248	791.248653919	1.03380640552e-160	2.44918982397e-158	2.71860070461e-156	0.285714285714	0.0	0.0	0.244985673352	0.0	0.0	0.0	0.00204081632653	0.0859375	0.512820512821	0.4	0.00143472022956	0.0361445783133	1.3275862069
denovo12684	788.07935774	4.93265748308e-160	1.15816155208e-157	1.29714093833e-155	0.0	0.0	0.0	0.0472779369628	0.0	0.0	0.0	0.0	0.1484375	0.512820512821	0.0	0.0	0.0	0.931034482759
denovo14808	785.682743841	1.60783935765e-159	3.74171252991e-157	4.2281351588e-155	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo18963	784.378683122	3.05814564008e-159	7.05439086817e-157	8.04200558971e-155	0.0	0.0	0.00454545454545	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.00430416068867	0.0	0.0
denovo7	781.172624803	1.48554867101e-158	3.39699768708e-156	3.90654734014e-154	0.0	0.0	0.0	0.134670487106	0.0	0.0	0.0	0.0	0.109375	1.20512820513	0.0	0.0	0.0120481927711	1.06896551724
denovo21595	779.514314318	3.3645074408e-158	7.62728035955e-156	8.84764521708e-154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.534482758621
denovo14065	776.691477029	1.35285030299e-157	3.04067559125e-155	3.55759044177e-153	0.0	0.0233009708738	0.0	0.00143266475645	0.0	0.0	0.0	0.00408163265306	0.03125	0.0	1.86666666667	0.00430416068867	0.0	0.120689655172
denovo9967	766.885948767	1.69912307017e-155	3.78659655731e-153	4.46818393762e-151	0.714285714286	0.0	0.0	0.138968481375	0.0	0.0	0.0	0.0163265306122	0.3828125	0.641025641026	0.133333333333	0.00143472022956	0.0240963855422	1.13793103448
denovo22808	761.43888271	2.48919349652e-154	5.50069927547e-152	6.5458321378e-150	0.357142857143	0.000970873786408	0.00909090909091	0.202005730659	0.0	0.0	0.0	0.0244897959184	0.0703125	0.641025641026	0.733333333333	0.00286944045911	0.0843373493976	1.39655172414
denovo9032	757.126831087	2.08391288568e-153	4.56672142955e-151	5.48006571546e-149	0.0	0.0	0.0	0.0	0.325	0.0	0.428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo621	755.06172526	5.76507570522e-153	1.25292723818e-150	1.5160419582e-148	0.0	0.0	0.0	0.110315186246	0.0	0.0	0.0	0.0	0.015625	0.769230769231	0.0	0.0	0.0120481927711	0.48275862069
denovo5456	753.123505372	1.49817020156e-152	3.22929358938e-150	3.93973817905e-148	0.0714285714286	0.0	0.0	0.0272206303725	0.0	0.0	0.0	0.0	0.0078125	0.538461538462	0.0	0.0	0.0	0.103448275862
denovo8821	752.673935726	1.86965510013e-152	3.99726180228e-150	4.9166320168e-148	0.0	0.0	0.0	0.0229226361032	0.0	0.0	0.0	0.0	0.0390625	0.846153846154	0.0	0.0	0.0120481927711	0.396551724138
denovo17496	752.570089666	1.96780784858e-152	4.04301061865e-150	5.17474429942e-148	0.214285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo19390	752.570089666	1.96780784858e-152	4.04301061865e-150	5.17474429942e-148	0.214285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo23897	752.570089666	1.96780784858e-152	4.04301061865e-150	5.17474429942e-148	0.214285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denovo1912	752.569968362	1.96792546369e-152	4.04301061865e-150	5.17505359187e-148	0.571428571429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
